interactionid,User,label
ddaec3bc-b745-4085-a43a-d9766dc54a32,"Hi Sarah, my name is Alice. Hi, I need a loan for my wedding. Can you provide some information? Can you provide me with some information?",Loan
416e2f7e-48a6-43ef-be13-833d6f7ebe43,"Hi Sarah, my name is David, Hello, I am interested in a personal loan. Can you help me with the procedure? Could you furnish me with relevant details?",Loan
ab9880f9-caea-4f65-bb9c-4f2ed0927565,"Hi Sarah, my name is Emily,  I need some more time to think about it. What's the average interest rate right now? Would it be possible for you to share some insights?",Loan
2ba0e054-e013-46bd-91f8-194d8037d3ac,"Hi Sarah, my name is Michael,  Hi, can you give me some details on mortgage loans? Might you be able to supply me with the necessary information?",HomeLoan
cc41753d-fcc9-48aa-b9ee-f7f1513412ce,"Hi Sarah, my name is Alice. What are some of the fees involved in a mortgage loan? Is there a chance I could obtain some particulars from you?",HomeLoan
44788ef2-8233-4cff-811c-46dd4db5c2c1,"Hi Sarah, my name is David, Hi there, I'm looking for a business loan to expand my company. Can you help me with the application process? I'm interested in obtaining some data. Could you assist me?",Loan
e712dbf7-01ab-4115-906d-954f9cc4250c,"Hi Sarah, my name is Emily,  Good day! I'm interested in applying for a mortgage loan to buy a new house. What are the requirements? Can you provide me with some information?",HomeLoan
807dc2df-4bde-4242-90ed-23f84f1b9b1f,"Hi Sarah, my name is Michael,  Hi, I need a personal loan to cover some unexpected medical expenses. Can you guide me through the application? Could you furnish me with relevant details?",Loan
7eaaa94e-59b4-4b76-8cf1-cf8781608b96,"Hi Sarah, my name is Alice. Hello, I'm considering applying for a car loan. What are the interest rates and repayment options? Would it be possible for you to share some insights?",AutoLoan
cf7ea519-4df4-42ef-b4a5-2f6299680457,"Hi Sarah, my name is David, Hey there, I want to apply for a student loan to pursue higher education. Can you provide some details about the application process? Might you be able to supply me with the necessary information?",Loan
72e5e0ec-5aa0-4697-af8f-68deeec5405a,"Hi Sarah, my name is Emily,  Hi, I'm looking to start a small business and need a startup loan. Can you guide me through the loan application? Is there a chance I could obtain some particulars from you?",Loan
25bb8261-f4a8-4003-8dfe-6576a6c2d7be,"Hi Sarah, my name is Michael,  Good day! I'm interested in a home equity loan. Can you explain how it works? I'm interested in obtaining some data. Could you assist me?",HomeLoan
ae4a10eb-95f8-4be0-9014-78f7f346869c,"Hi Sarah, my name is Alice. Hello, I need a loan to cover my wedding expenses. Can you provide me with some information about wedding loans? Can you provide me with some information?",Loan
3327c042-b0b6-47b8-86cd-9d219fae5e82,"Hi Sarah, my name is David, Hi there, I'm interested in a debt consolidation loan. Can you explain how it can benefit me? Could you furnish me with relevant details?",Loan
f661173e-e6d6-4239-990b-da4112ee27b8,"Hi Sarah, my name is Emily,  Hello, I'm looking for a loan to renovate my home. Can you provide me with some details about home renovation loans? Would it be possible for you to share some insights?",HomeLoan
8c10d280-1357-42b3-b1da-e741e2b4e68b,"Hi Sarah, my name is Michael,  Hi, I'm interested in applying for a loan to purchase a boat. Can you guide me through the application process? Might you be able to supply me with the necessary information?",Loan
57e071fd-867f-412c-9bc2-97fa73268a0c,"Hi Sarah, my name is Alice. Good day! I'm looking for a loan to fund my dream vacation. Can you provide some information about vacation loans? Is there a chance I could obtain some particulars from you?",Loan
e09480f3-d896-49b0-9161-78f615478375,"Hi Sarah, my name is David, Hi there, I need a loan to cover my child's education expenses. Can you guide me through the application process for an education loan? I'm interested in obtaining some data. Could you assist me?",Loan
95abea7e-9562-47d7-b50d-3997e3955c60,"Hi Sarah, my name is Emily,  Hello, I'm interested in a loan to start a home-based business. Can you provide me with some information about small business startup loans? Can you provide me with some information?",HomeLoan
88d219a8-5e72-468e-94d6-034f9222f3e2,"Hi Sarah, my name is Michael,  Hello, I'm considering a loan to install solar panels on my property. Can you provide some details about solar panel loans? Could you furnish me with relevant details?",Loan
5ffedcb1-3592-4d69-be10-9bebc8051bb6,"Hi Sarah, my name is Alice. Hi, I'm interested in applying for a loan to purchase new furniture for my home. Can you guide me through the application process for a furniture loan? Would it be possible for you to share some insights?",HomeLoan
bd3cd764-ba13-434f-9324-3fcb9132b3ba,"Hi Sarah, my name is David, Good day! I need a loan to cover my medical expenses. Can you provide me with some details about medical loans? Might you be able to supply me with the necessary information?",Loan
c8796ece-c54b-4df5-929d-4ac7030ea12e,"Hi Sarah, my name is Emily,  Hi there, I'm looking for a loan to purchase new equipment for my business. Can you provide me with some information about equipment financing? Is there a chance I could obtain some particulars from you?",Loan
67b110d4-d999-4848-8dc5-69dbe9cb38c8,"Hi Sarah, my name is Michael,  Hello, I'm interested in a loan to adopt a pet. Can you provide me with some information about pet adoption loans? I'm interested in obtaining some data. Could you assist me?",Loan
a3509c6b-dba1-438c-bc89-665e7c3a7f35,"Hi Sarah, my name is Alice. Hello, I need a loan to cover my home repair expenses. Can you guide me through the application process for a home repair loan? Can you provide me with some information?",HomeLoan
5130770e-2438-49da-96f3-57d8a13f02cf,"Hi Sarah, my name is Emily,  Hello, I'm interested in a loan to fund my wedding photography business. Can you provide me with some information about small business loans? Would it be possible for you to share some insights?",Loan
5ccd2a6a-2534-45e2-a83e-f8e84db4baa9,"Hi Sarah, my name is Michael,  Hi there, I'm considering a loan to invest in stocks. Can you provide some details about investment loans? Might you be able to supply me with the necessary information?",Loan
faa56986-a9e6-48ad-a52e-7e1ffa97d6b4,"Hi Sarah, my name is David, Hello, I'm looking for a loan to purchase a motorbike. Can you provide me with some information about motorcycle loans? I'm interested in obtaining some data. Could you assist me?",Loan
8b76ffa2-a71d-400f-bada-fd63ede14f1f,"Hi Sarah, my name is Emily,  Hi, I'm interested in a loan to fund my home-based bakery. Can you provide me with some information about small business startup loans? Can you provide me with some information?",HomeLoan
1d8733f5-366b-4b98-938a-57e1021056e3,"Hi Sarah, my name is Michael,  Hello, I need a loan to cover my veterinary bills. Can you provide me with some details about pet medical loans? Could you furnish me with relevant details?",Loan
d8e733de-cdf2-42a9-b40d-468dd146e8a6,"Hi Sarah, my name is Alice. Hi there, I'm looking to start a food truck business and need a startup loan. Can you guide me through the loan application? Would it be possible for you to share some insights?",Loan
5d557052-cc1a-437e-8f16-7f51c2a0e2b0,"Hi Sarah, my name is David, Good day! I'm interested in a loan to purchase a vacation home. Can you provide me with some information about vacation home loans? Might you be able to supply me with the necessary information?",HomeLoan
4ebd5403-c962-4df2-ab0e-a2bb9d308ae9,"Hi Sarah, my name is Michael,  Hi, I'm interested in a loan to fund my art gallery. Can you provide me with some details about art business loans? I'm interested in obtaining some data. Could you assist me?",Loan
6927b6fe-dceb-4733-a425-69bec98669a7,"Hi Sarah, my name is Alice. Hello, I need a loan to cover my wedding dress expenses. Can you guide me through the application process for a wedding dress loan? Can you provide me with some information?",Loan
4afcbd8a-1018-48ff-8e1d-4650874d58f3,"Hi Sarah, my name is David, Hi there, I'm interested in a loan to start a fitness studio. Can you provide me with some information about small business startup loans? Could you furnish me with relevant details?",Loan
470541ad-440b-4578-b9c6-6ab157daa604,"Hi Sarah, my name is Emily,  Good day! I'm considering a loan to invest in real estate. Can you provide some details about real estate investment loans? Would it be possible for you to share some insights?",HomeLoan
4ab8a78d-6fb1-4ae8-9926-f43941a08edd,"Hi Sarah, my name is Michael,  Hello, I'm looking for a loan to purchase a motorhome. Can you provide me with some information about motorhome loans? Might you be able to supply me with the necessary information?",HomeLoan
c733445c-61da-4c76-af89-f0539d8c2454,"Hi Sarah, my name is David, Hello, I need a loan to cover my dental expenses. Can you provide me with some details about dental loans? I'm interested in obtaining some data. Could you assist me?",Loan
33859541-a7d6-4e44-b9da-dd190729273e,"Hi Sarah, my name is Emily,  Hi there, I'm looking for a loan to start an online store. Can you guide me through the loan application process for a small business loan? Can you provide me with some information?",Loan
78576b74-b44b-4e0f-a16a-caf27d2ef460,"Hi Sarah, my name is Michael,  Good day! I'm interested in a loan to purchase an investment property. Can you provide me with some information about investment property loans? Could you furnish me with relevant details?",HomeLoan
fb50488a-ad00-427d-970a-f32062bf3e3f,"Hi Sarah, my name is Alice. Hello, I'm considering a loan to start a photography studio. Can you provide me with some details about small business loans? Would it be possible for you to share some insights?",Loan
e42cdde3-e342-40b0-b9fb-24d718de394f,"Hi Sarah, my name is David, Hi, I'm interested in a loan to fund my technology startup. Can you provide me with some information about startup loans? Might you be able to supply me with the necessary information?",Loan
759b97da-7962-46e3-948d-c4a02bddef05,"Hi Sarah, my name is Michael,  Hi there, I'm looking for a loan to purchase a commercial property. Can you provide me with some information about commercial property loans? I'm interested in obtaining some data. Could you assist me?",Loan
aa296cb8-656d-4f56-9838-208a9bddd70d,"Hi Sarah, my name is Alice. Good day! I'm interested in a loan to fund my restaurant. Can you provide me with some information about small business loans? Can you provide me with some information?",Loan
c4a46171-691f-4c9e-90ba-12356c53e068,"Hi Sarah, my name is David, Hello, I'm considering a loan to start a fashion boutique. Can you provide me with some details about small business loans? Could you furnish me with relevant details?",Loan
681fd085-5ffc-4fe9-93eb-44a96034b56e,"Hi Sarah, my name is Emily,  Hi, I'm interested in a loan to fund my fitness equipment purchase. Can you provide me with some information about equipment financing? Would it be possible for you to share some insights?",Loan
f523d5e1-3c30-4196-9b5f-4869d4ca2548,"Hi Sarah, my name is Michael,  Hello, I need a loan to cover my legal expenses. Can you provide me with some details about legal loans? Might you be able to supply me with the necessary information?",Loan
f6735631-7440-4162-bf10-e600592d13bc,"Hi Sarah, my name is Alice. Hi there, I'm looking for a loan to fund my graphic design business. Can you provide me with some information about small business loans? Is there a chance I could obtain some particulars from you?",Loan
c9a5b330-2f08-491b-87c4-24b51c717df9,"Hi Sarah, my name is David, Good day! I'm interested in a loan to fund my music studio. Can you provide me with some details about small business loans? I'm interested in obtaining some data. Could you assist me?",Loan
b0a48889-0f53-417c-85d9-28750d7e6cab,"Hi Sarah, my name is Emily,  Hi there! I need a loan to expand my business. What are the requirements? Can you provide me with some information?",Loan
aea93b68-e42b-4d20-a01b-1145437224e2,"Hi Sarah, my name is Michael,  Hello, I'm considering buying a new house and need a mortgage loan. Can you guide me through the process? Could you furnish me with relevant details?",HomeLoan
65ff9e63-f691-4a0d-8f97-e5fad2ab11fb,"Hi Sarah, my name is Alice. Hey, I'm in urgent need of a personal loan. Can you tell me the interest rates and repayment options? Would it be possible for you to share some insights?",Loan
f8eddd71-c629-46e2-8cbe-64c0a1dfeb12,"Hi Sarah, my name is David, Hi, I'm a student looking for an education loan. Can you help me understand the eligibility criteria? Might you be able to supply me with the necessary information?",Loan
d4ec5f40-2dc3-4a91-a5fd-83fa26c76eba,"Hi Sarah, my name is Emily,  Hello, I'm interested in a car loan. What documents do I need to submit? Is there a chance I could obtain some particulars from you?",AutoLoan
912443cc-e2fe-45a4-816e-68595f45ce6f,"Hi Sarah, my name is Michael,  Hey, I'm looking for a loan to consolidate my debts. Can you explain how it works? I'm interested in obtaining some data. Could you assist me?",Loan
d514c805-d5ab-4930-a4d5-6eddc88d9cc9,"Hi Sarah, my name is Alice. Hi, I'm interested in a business loan for a startup. What are the interest rates and repayment terms? Can you provide me with some information?",Loan
ff561993-2bc2-4662-8c7a-fd2ace7de07c,"Hi Sarah, my name is David, Hello, I'm planning to renovate my house. Can I get a home improvement loan? Could you furnish me with relevant details?",HomeLoan
8adb4f8e-ee70-4f67-8095-257e8e38b943,"Hi Sarah, my name is Emily,  Hi, I'm interested in applying for a personal loan online. How long does the approval process take? Would it be possible for you to share some insights?",Loan
e2ae7ef3-a5b1-4e9b-ba12-3d399a74a0a5,"Hi Sarah, my name is Michael,  Hello, I need a loan to cover my medical expenses. Can you guide me through the application process? Might you be able to supply me with the necessary information?",Loan
76715a84-29d4-46c4-8177-e6891fae4bf2,"Hi Sarah, my name is Alice. Hi, I'm interested in a loan for a vacation. Can you provide me with the options available? Is there a chance I could obtain some particulars from you?",Loan
